iter	Logloss
187	0.1039749072
188	0.1036950731
189	0.1035900359
190	0.1032651879
191	0.1030317295
192	0.1028398094
193	0.1027230077
194	0.1025918757
195	0.1023654927
196	0.1022135755
197	0.102047898
198	0.1018131581
199	0.1015430124
200	0.1011763072
201	0.1010121517
202	0.1008684687
203	0.100451813
204	0.1003104787
205	0.1000992003
206	0.09995451315
207	0.09959890772
208	0.09951944221
209	0.09923201878
210	0.09907760405
211	0.09887491937
212	0.09881284913
213	0.098589204
214	0.09845025665
215	0.09827105414
216	0.09806509769
217	0.09784210036
218	0.09771433333
219	0.09751455162
220	0.09736739231
221	0.09721644121
222	0.09705862441
223	0.0969080961
224	0.09669642742
225	0.09650725312
226	0.09631833257
227	0.09617756145
228	0.09605648378
229	0.09583780013
230	0.09561498407
231	0.09551019921
232	0.09519507405
233	0.09505358134
234	0.09490957955
235	0.09474813868
236	0.09464129887
237	0.09441083028
238	0.09426306801
239	0.09409898031
240	0.09399899968
241	0.09391926685
242	0.0937128878
243	0.09357537664
244	0.09343203046
245	0.09333725028
246	0.09300768542
247	0.09282951185
248	0.09274147626
249	0.09253918648
250	0.09221440536
251	0.09207533025
252	0.09192538123
253	0.09183696271
254	0.09166533
255	0.09151549729
256	0.09146541625
257	0.09134514432
258	0.09129035632
259	0.09110772422
260	0.09100030206
261	0.09084657856
262	0.09076372374
263	0.09070963976
264	0.09063097902
265	0.09046862381
266	0.09027840975
267	0.09011946266
268	0.09004675305
269	0.08994488472
270	0.08983624874
271	0.08965493929
272	0.08956017075
273	0.08947765029
274	0.08930259348
275	0.08925127288
276	0.08920867423
277	0.08901041441
278	0.08888161413
279	0.08875906216
280	0.08868868738
281	0.08849078542
282	0.08835058924
283	0.08823850034
284	0.08812384905
285	0.08803494486
286	0.08801736243
287	0.08790575938
288	0.08783272769
289	0.08776535231
290	0.08764363347
291	0.0875985879
292	0.08741901442
293	0.08713531126
294	0.08701677524
295	0.08696245828
296	0.08686162212
297	0.08680879879
298	0.08675478459
299	0.08655200706
300	0.08645435564
301	0.08634867251
302	0.08630678649
303	0.08619276971
304	0.08613593919
305	0.08601947076
306	0.08587552823
307	0.08577626272
308	0.08565774815
309	0.08555693313
310	0.08546704796
311	0.08532810048
312	0.08517033131
313	0.08507734532
314	0.0849522507
315	0.08485203735
316	0.08477712478
317	0.0846817504
318	0.08461491603
319	0.08448248871
320	0.0843793004
321	0.08429515369
322	0.08417672902
323	0.0840206861
324	0.08392466284
325	0.0838436808
326	0.08373446371
327	0.0836643349
328	0.08359542308
329	0.08346521165
330	0.08340937445
331	0.08336652247
332	0.08330175289
333	0.08306050826
334	0.08290768775
335	0.08285021174
336	0.08274477155
337	0.08264943141
338	0.08258288081
339	0.08252577227
340	0.08248198243
341	0.08241698492
342	0.08228749233
343	0.08210189514
344	0.08207909729
345	0.08198831294
346	0.0818855873
347	0.0817592553
348	0.08166515946
349	0.08158239612
350	0.08146311728
351	0.08140497472
352	0.08132983154
353	0.0812580588
354	0.08116004636
355	0.08113504733
356	0.08101455684
357	0.0809533866
358	0.08088534726
359	0.08081512492
360	0.08071878616
361	0.08064094122
362	0.08056565378
363	0.08051589166
364	0.08049218959
365	0.08038715823
366	0.08024488294
367	0.08009906306
368	0.08003638257
369	0.07997332794
370	0.0798419247
371	0.07972746533
372	0.07967712366
373	0.0795958627
374	0.07955770217
375	0.07945291846
376	0.07938814572
377	0.07929391441
378	0.07922667289
379	0.07915586904
380	0.0790701047
381	0.07902098649
382	0.07896428601
383	0.07888965936
384	0.07877796937
385	0.07859322712
386	0.07851702155
387	0.07837062344
388	0.07833437803
389	0.07827122224
390	0.078226224
391	0.07819537729
392	0.07814606183
393	0.07790350555
394	0.07784585192
395	0.07779997325
396	0.07770346605
397	0.07761027826
398	0.07756134175
399	0.07746065079
400	0.07739238842
401	0.07722576314
402	0.07719053277
403	0.07714201747
404	0.07704850987
405	0.07687231828
406	0.0768181407
407	0.0766877918
408	0.07665638731
409	0.07660495352
410	0.07650355768
411	0.07644933637
412	0.07639885751
413	0.07635331652
414	0.07624102791
415	0.07615829883
416	0.07611623477
417	0.07595112181
418	0.07587709676
419	0.07573222468
420	0.07569911268
421	0.07554847612
422	0.07544535278
423	0.0753649521
424	0.07534241015
425	0.07526187574
426	0.07519046473
427	0.07513931673
428	0.07511338529
429	0.07505948553
430	0.07501002633
431	0.07489209162
432	0.07484732356
433	0.07477032788
434	0.07471645828
435	0.0745891633
436	0.07448260594
437	0.07435289499
438	0.07430566554
439	0.07419796733
440	0.07415345735
441	0.0740342104
442	0.07392106156
443	0.07387973636
444	0.07378269168
445	0.07374702945
446	0.07369033252
447	0.07356785217
448	0.07351164037
449	0.07346262753
450	0.07340662495
451	0.07336315302
452	0.0733017883
453	0.07319515067
454	0.07308172056
455	0.07301787851
456	0.07290352416
457	0.07278930852
458	0.07271669715
459	0.07267128838
460	0.0725394899
461	0.07249721485
462	0.0724407168
463	0.07236649028
464	0.07227649847
465	0.07220418926
466	0.07210679179
467	0.07205958348
468	0.07198815092
469	0.07190419772
470	0.0718278879
471	0.07172638487
472	0.07168473401
473	0.07165469072
474	0.07162024524
475	0.0715302607
476	0.07148795487
477	0.07145106375
478	0.07140714896
479	0.07137079169
480	0.07132417569
481	0.07126895639
482	0.07124865572
483	0.07115119484
484	0.0711068262
485	0.07102571538
486	0.07097218081
487	0.07087604716
488	0.07081292213
489	0.07076003895
490	0.07066451475
491	0.0706311797
492	0.07055302099
493	0.07053717068
494	0.07048897388
495	0.07041709933
496	0.07038628303
497	0.07034982008
498	0.07029145946
499	0.07025253228
500	0.07015541966
501	0.0701039177
502	0.07004562064
503	0.07001015802
504	0.06992740858
505	0.06989985479
506	0.06983097935
507	0.06975489313
508	0.06964302484
509	0.06961643457
510	0.06951752235
511	0.06946336993
512	0.06939105825
513	0.06931497959
514	0.06925993709
515	0.06913619782
516	0.06908130622
517	0.0689816965
518	0.06894850061
519	0.06891902301
520	0.06885738909
521	0.06881827382
522	0.06880348028
523	0.06876511982
524	0.06873836272
525	0.06868145566
526	0.06863531581
527	0.06861557901
528	0.06854617264
529	0.06849357467
530	0.06843901892
531	0.06838319806
532	0.06832436798
533	0.06830322224
534	0.06822378814
535	0.06819987207
536	0.06815688968
537	0.06807679964
538	0.06802850138
539	0.06798294921
540	0.06790903558
541	0.06787392994
542	0.06783181026
543	0.06779145434
544	0.06775098998
545	0.06771768344
546	0.06770113014
547	0.06761304648
548	0.06759742306
549	0.06752518428
550	0.06749059895
551	0.06745101598
552	0.0674003551
553	0.06732211126
554	0.06727040916
555	0.06722918903
556	0.06718958493
557	0.06714892264
558	0.06705934735
559	0.06702014859
560	0.06694666303
561	0.06692401744
562	0.06687658602
563	0.06683306749
564	0.06678513717
565	0.06676591736
566	0.0667523148
567	0.06670142465
568	0.06666643898
569	0.06663567827
570	0.06659907554
571	0.06655547887
572	0.06649853934
573	0.06643162354
574	0.06640102536
575	0.06634298805
576	0.06628475329
577	0.0662598208
578	0.06619063673
579	0.06614509042
580	0.06611587544
581	0.06609274407
582	0.06606738643
583	0.06601204762
584	0.06597842845
585	0.06595367222
586	0.06590846084
587	0.06584845249
588	0.06577291162
589	0.06574384562
590	0.06572253277
591	0.06566636146
592	0.06564212855
593	0.06558781019
594	0.06556578607
595	0.06550918923
596	0.06545082575
597	0.0654204074
598	0.06539435765
599	0.06532647602
600	0.06527440938
601	0.06525155173
602	0.06519549197
603	0.06513398834
604	0.06509378041
605	0.06502779438
606	0.06498230314
607	0.0649336008
608	0.06485793024
609	0.06483581298
610	0.06481813607
611	0.06478721247
612	0.06477078722
613	0.06475646541
614	0.06469207155
615	0.06462036209
616	0.06457103497
617	0.06452612665
618	0.06449390647
619	0.0644399319
620	0.06440077922
621	0.06437521268
622	0.06432508981
623	0.06428006623
624	0.0642357718
625	0.06418387968
626	0.06416470492
627	0.06408384018
628	0.06405793732
629	0.06403174828
630	0.06396267142
631	0.06389172152
632	0.06383104842
633	0.06380140137
634	0.06376723486
635	0.06371155342
636	0.06368360045
637	0.06362629169
638	0.0635839704
639	0.06353141668
640	0.06349565134
641	0.0633989361
642	0.06338551382
643	0.06333984256
644	0.0632982817
645	0.06325312149
646	0.06320816211
647	0.06315421824
648	0.0631261295
649	0.06307500221
650	0.06302811273
651	0.06297898732
652	0.0629659507
653	0.06292976427
654	0.06290424379
655	0.06285764939
656	0.06275470173
657	0.0627436859
658	0.0627246066
659	0.06268604346
660	0.06266539567
661	0.06262546057
662	0.06261169226
663	0.06257985897
664	0.06253530708
665	0.06252385767
666	0.06251191437
667	0.06246780317
668	0.06244969516
669	0.06241842019
670	0.06236974629
671	0.06232606173
672	0.0623161136
673	0.06226604305
674	0.062216691
675	0.06220056572
676	0.0621642772
677	0.06214642067
678	0.06211909242
679	0.06206010302
680	0.06203331953
681	0.06196221919
682	0.06192482829
683	0.0618866712
684	0.06187710708
685	0.06185797493
686	0.06184794802
687	0.06181716321
688	0.06177537818
689	0.0617542687
690	0.06171102669
691	0.06166950427
692	0.06162711769
693	0.06160684129
694	0.06158178317
695	0.06154041531
696	0.06151579768
697	0.06150011811
698	0.06146066055
699	0.06142110229
700	0.0613970138
701	0.06136661944
702	0.06132227981
703	0.06128925463
704	0.06128004106
705	0.06123389759
706	0.06120351608
707	0.06116868704
708	0.06113545224
709	0.06109744161
710	0.06105804844
711	0.06102468476
712	0.06099421256
713	0.06094667563
714	0.06090974986
715	0.06087421709
716	0.06075238135
717	0.06073430245
718	0.06070096409
719	0.06067890762
720	0.06064034385
721	0.06062914648
722	0.0605958446
723	0.06057064186
724	0.06054053173
725	0.06053260874
726	0.06052695818
727	0.06050109137
728	0.06047179219
729	0.06040522286
730	0.06037040332
731	0.06033999289
732	0.06030902176
733	0.06024367894
734	0.06022343391
735	0.06019445288
736	0.06017321782
737	0.0601199465
738	0.0601029286
739	0.06008073645
740	0.06001868382
741	0.05998564443
742	0.05994233494
743	0.05990126706
744	0.05983964078
745	0.05979423195
746	0.05968200078
747	0.0596453153
748	0.05963479394
749	0.05959300344
750	0.05956550742
751	0.05953320152
752	0.0595022257
753	0.05949243386
754	0.05946871652
755	0.05943685828
756	0.0594035058
757	0.0592525062
758	0.05923443055
759	0.05920049191
760	0.05918299226
761	0.05915800663
762	0.059131387
763	0.05912261942
764	0.0590771953
765	0.05906859199
766	0.0590360573
767	0.05899404498
768	0.05895523268
769	0.05891109665
770	0.05889421277
771	0.05888433063
772	0.05885179677
773	0.05881419378
774	0.05878783921
775	0.05876772706
776	0.05862880141
777	0.05855970685
778	0.05851053254
779	0.05848243142
780	0.05846091029
781	0.05844736961
782	0.05843280125
783	0.05841830492
784	0.05838770673
785	0.05837333316
786	0.0583142123
787	0.05829382015
788	0.05826124354
789	0.05823934481
790	0.05821125399
791	0.05817777664
792	0.05814489164
793	0.05809849235
794	0.05799995271
795	0.0579595989
796	0.05793164977
797	0.05787521104
798	0.05777572041
799	0.05773771005
800	0.05770770329
801	0.05767720529
802	0.05764558109
803	0.05755107886
804	0.05754494779
805	0.05748266087
806	0.05746282318
807	0.05745372824
808	0.05742334124
809	0.05738028204
810	0.05735338524
811	0.05733909726
812	0.05731574126
813	0.05730110064
814	0.05726959734
815	0.05725635623
816	0.05719723852
817	0.05718438663
818	0.05715574582
819	0.05713230816
820	0.05711774954
821	0.05707752595
822	0.05704816091
823	0.05702871231
824	0.05700056913
825	0.05695686723
826	0.05692658773
827	0.05690778011
828	0.05690137824
829	0.0568486909
830	0.05684031067
831	0.05683405235
832	0.05682189266
833	0.05678342145
834	0.0566993163
835	0.05666130018
836	0.05662655467
837	0.05661452734
838	0.05658568528
839	0.05657237439
840	0.05653520566
841	0.05651873388
842	0.05649654623
843	0.05648306252
844	0.0564638695
845	0.05643804271
846	0.05641767988
847	0.05640510135
848	0.05636483589
849	0.05635253443
850	0.05633937312
851	0.05632562982
852	0.05631424265
853	0.05630141322
854	0.05629075589
855	0.05627788458
856	0.05625738202
857	0.05620992458
858	0.05619039476
859	0.05616285447
860	0.05608091214
861	0.056067713
862	0.05605557827
863	0.05604430341
864	0.05603071243
865	0.05597930233
866	0.05592957569
867	0.05588458542
868	0.05587575521
869	0.05585368654
870	0.05582025505
871	0.05579957582
872	0.0557303351
873	0.05572101027
874	0.05570931104
875	0.05569793207
876	0.05568928239
877	0.05567854887
878	0.05564643832
879	0.0556113996
880	0.05553837881
881	0.05552799006
882	0.05549924276
883	0.05542981537
884	0.05540695655
885	0.05537992854
886	0.05533212979
887	0.05529771068
888	0.05526471195
889	0.05520830197
890	0.05517670124
891	0.05515543777
892	0.05514405871
893	0.05512646856
894	0.05511800549
895	0.05507213657
896	0.05503055644
897	0.05501615821
898	0.05497641603
899	0.05494542334
900	0.05492363253
901	0.05491073422
902	0.05490172836
903	0.05483707282
904	0.05479392898
905	0.05474888571
906	0.05473753092
907	0.05472643532
908	0.0546982932
909	0.05467388924
910	0.05466508654
911	0.05463920315
912	0.05463164138
913	0.05462209591
914	0.0545510867
915	0.05453210774
916	0.05448607227
917	0.05445888521
918	0.05445090045
919	0.05444409307
920	0.05440087735
921	0.05438186291
922	0.05435726619
923	0.05432742299
924	0.05431687464
925	0.05428822911
926	0.05427624686
927	0.05426578774
928	0.05424778059
929	0.05423733196
930	0.05423115041
931	0.05422370371
932	0.05419649835
933	0.05418703465
934	0.05417244615
935	0.05416273307
936	0.05412019568
937	0.05411423484
938	0.05409740428
939	0.05407837737
940	0.05407120767
941	0.05406537487
942	0.05405959919
943	0.05404509315
944	0.05403756872
945	0.05402369247
946	0.05401055469
947	0.05397967202
948	0.05395036784
949	0.05393500271
950	0.05391267007
951	0.05389052764
952	0.05387856779
953	0.05386013137
954	0.05382963427
955	0.05379063607
956	0.05377222402
957	0.05376479993
958	0.05373406419
959	0.05370468553
960	0.05369682519
961	0.05367559015
962	0.05363604913
963	0.05363037738
964	0.05360797954
965	0.05358380481
966	0.05357318726
967	0.05356403796
968	0.05353557214
969	0.05351348269
970	0.05349872692
971	0.05349337229
972	0.05347574563
973	0.05342651246
974	0.05336361705
975	0.053350442
976	0.05334157112
977	0.05333275998
978	0.05332291608
979	0.0533100322
980	0.05330075002
981	0.05328057471
982	0.05327490758
983	0.05326443185
984	0.05325491551
985	0.05319645367
986	0.05316063304
987	0.05312778888
988	0.05308968037
989	0.0530804746
990	0.05306938115
991	0.05305946679
992	0.0530520126
993	0.05304068679
994	0.0530332485
995	0.05300569975
996	0.05299445549
997	0.05297333178
998	0.05296444095
999	0.05293373841
